뉴스제목,주가변동
[유럽개장]장 초반 일제히 하락세…英FTSE 0.96%↓,1
[유럽개장]장 초반 일제히 하락…유로스톡스50 1.24%↓,1
[클릭! 해외증시 이 종목] 버핏도 담은 `배릭골드` 3분기 매출 32% 급증,1
[외환마감]원·달러 1103.80원…29개월래 최저,1
[Asia마감]역대 최다 코로나 감염에 日 하락…中은 반등,1
[유럽개장] 장 초반 혼조세…英 0.06%↑ 獨 0.10%↓,1
코스피 최고치 썼듯…주요증시도 상승세[Asia마감],1
[유럽개장] 일제히 상승… 독일 DAX 0.34%↑,1
[외환마감]원·달러 1104.60원…4.30원 하락,1
"닛케이 5일만에 하락…美, 중국기업 규제[Asia마감]",1
[클릭! 해외증시 이 종목] 클라우드 보폭 넓히는 세일즈포스 주가 탄력,1
백신 나온다지만…주식 계속 가도 되나요?[Asia마감],1
[유럽개장] 혼조세 출발…英0.07%↑ 獨 0.24%↓,1
"[Asia마감]일본 증시, 4일만에 하락",1
[클릭! 해외증시 이 종목] 음료업체 `몬스터 베버리지` 두달새 11% 상승,1
[유럽개장] 장초반 일제히 상승세…英 0.39%↑,1
[클릭! 해외증시 이 종목] 美 배달시장 1위 `도어대시` 쾌속 질주,1
`슈퍼비둘기` 대신 `슈퍼바이든` [증시전망대],1
약 4개월 만에 가장 크게 떨어진 中증시[Asia마감],1
[유럽증시]보합 개장…브렉시트 합의 가능성·美부양책 제동 영향,1
[유럽개장]브렉시트 합의 기대감에 일제히 상승 출발…英 0.15%↑,1
[유럽개장]일제히 상승 출발…英 0.1%·獨 1.38%↑,1
[유럽증시]장 초반 일제히 상승세…英FTSE 2.63%↑,1
[유럽개장] 장초반 혼조세…英 0.11%↑,1
[Asia마감]새해 첫 거래일…희비 엇갈린 日·中,1
[유럽개장] 일제히 상승… 영국 FTSE 0.91% ↑,1
[마켓뷰] 코스피 종가 3000 돌파…'차화전 랠리'가 상승 이끌어,1
[유럽개장]상승 출발…獨 DAX 0.9% ↑,1
"""시간은 우리편이다"" 中 증시의 급등[Asia마감]",1
[Asia마감]바이든 취임 앞두고 신중한 시장,1
[유럽개장]상승 출발…英FTSE 0.6%↑,1
"[Asia마감]日증시, 단기 과열 경계감 속 차익 실현",1
[Asia마감]아시아도 봉쇄 확산...증시 하락세,1
[Asia마감] 게임스탑발 변동성 확대…일제히 하락,1
[Asia마감] 저가 매수 유입에 일제히 상승…닛케이 1.55%↑,1
"시장혼란 진정, 中의 유동성 공급 [Asia마감]",1
[유럽개장] 장 초반 일제히 상승세,1
[유럽개장] 혼조세 출발…英 0.03% 상승출발,1
[유럽개장]장 초반 상승세…英 0.55%↑,1
"[외환마감]환율, 1100원대 초반대 하락..3주만에 최저치",1
[Asia마감]다시 美국채금리 관심…日증시 주춤,1
[유럽개장] 장 초반 혼조세…英 0.62%↓,1
"""J·J쇼는 끝났다""…선택의 기로 [증시전망대]",1
[유럽개장] 장 초반 강보합…英 FTSE 0.33%↑,1
[Asia마감]불안감은 계속… 中에선 '긴축' 변수,1
[유럽개장] 장 초반 상승세…英 FTSE 0.41%↑,1
[유럽개장] 장초반 일제히 상승…英 0.49%↑,1
[유럽개장] 장 초반 하락세…英 0.42%↓,1
[Asia마감]커지는 코로나 재확산세…주요 증시 급락,1
"[마켓뷰] 코스피, 연기금 2288억원 순매도에도 소폭 상승...경기 개선 기대감 확산",1
[유럽개장] 보합 출발…英 FTSE 0.15% 하락,1
[마켓뷰] 외국인 선물 대량 매도에 3060선 하락한 코스피,1
[마켓뷰] 외국인 매수에 코스피 3080선 돌파…24거래일만에 최고치,1
30여년만의 증세…달갑잖은 주식시장 [증시전망대],1
"[마켓뷰] 코스피, 실적 발표 앞두고 소폭 상승…연기금은 14일 연속 순매도",1
[유럽개장] 장 초반 일제히 상승세…英 FTSE 1.08%↑,1
[Asia마감] 경제회복 기대감과 경계감 사이,1
[유럽개장] 일제히 하락세…英 FTSE 0.59%↓,1
"[클릭! 해외증시 이 종목] 서비스나우, 디지털 전환 본격화에 15% 반등",1
[유럽개장] 강보합세 출발…英 FTSE 0.23%↑,1
[마켓뷰] 코스피 강보합 마감...외국인은 순매도 전환,1
[김현석의 월스트리트나우] SPAC 이어 비트코인까지…투기자산 약세는 위험신호?,1
[Asia마감]美 '중국 견제' 법안에 中증시 하락세,1
"3,200선 `깔딱고개`…증시 분수령 [증시전망대]",1
[유럽개장] 장초반 소폭 상승…獨 0.68% ↑,1
[Asia마감]中·日 휴장 속 혼조…홍콩↑·대만↓,1
"[Asia마감] 日증시, 美 영향으로 상승…중국도 경기회복 조짐",1
주도株 전환 태세…힘 실리는 경기민감주 [증시전망대],1
"[마켓뷰] 코스피, 외인 매도에 1% 넘게 하락···삼성전자 시총 9조원 증발",1
[유럽개장]장초반 소폭 하락…英 0.33%↓,1
"[유럽개장]상승세…스톡스600, 0.20%↑",1
"[마켓뷰] 코스피, 3140선 마감…사흘째 하락",1
"[유럽개장] 혼조세 출발… 佛 0.29%↑, 獨 0.27%↓",1
연준 의장 `파월` 바꾸면 달라질까…기승전인플레 [증시전망대],1
[유럽개장]혼조세 출발… 佛 0.17% ↑,1
[마켓뷰] 코스피 3224.23 강보합 마감,1
"[마켓뷰] 코스피, 기관 매도세에 하루 만에 반락···사상 최고치 경신 실패",1
"[Asia마감]""미국 물가 발표 지켜보자""",1
[유럽개장]장 초반 혼조세…英 0.32%↑,1
[유럽개장]장 초반 혼조세…英 0.49%↑,1
[유럽개장] 상승세 출발…英 0.32%↑,1
[유럽개장] 장초반 상승세…英 0.21%↑,1
[Asia마감] 美 금리인상 신호에도…충격 덜했다,1
"[마켓뷰] 코스피, 3240선으로 밀려…외인·기관 2조 가량 순매도",1
[클릭! 해외증시 이 종목] 성장주 부진에도 '라이다'에 주목한 월가,1
[유럽개장]장 초반 혼조세…英 0.11%↑,1
[유럽개장]장 초반 상승세…英 0.22%↑,1
[유럽개장]주요국 증시 초반 상승세…英 0.41%↑,1
[유럽개장] 주요국 증시 초반 상승세...英 0.28%↑,1
[마켓뷰] 코스닥 사흘째 신고가 경신... 코스피 0.35% 상승,1
[유럽개장] 상승세로 출발…英 FTSE 0.50%↑,1
[Asia마감]美 따라 일제 상승…닛케이 2.25%↑,1
[유럽개장] 주요국 증시 약세…英 0.60%↓,1
"[마켓뷰] 코스피, 국내 코로나 신규 확진자 최대에 하락…반등 실패",1
[Asia마감] 中·대만·홍콩 상승…日 휴장,1
[시황종합]'미중 갈등 우려' 코스피 0.9%↓ 3220선…코스닥 0.75%↓,1
[유럽개장]장 초반 하락세…英 FTSE 0.71%↓,1
[유럽개장] 상승세 출발…英 0.20%↑,1
"[마켓뷰] 코스피, 외국인·기관 ‘팔자’에 1.24% 급락···3200선 방어도 위태",1
[유럽개장] 상승세 출발…英 0.89%↑,1
[유럽개장] 동반 보합세...英 0.30%↑,1
[유럽개장]주요국 증시 장 초반 약세…獨·佛  ↓,1
[유럽개장]주요국 증시 장 초반 약세…英·獨 하락,1
[유럽개장]장 초반 일제히 상승세…英FTSE 0.32%↑,1
[유럽개장] 주요증시 장 초반 상승세…獨 0.21%↑,1
[유럽개장] 주요증시 장 초반 상승세…英0.14%↑,1
"[Asia마감] ""금리인상 멀다"" 파월 발언에 상승",1
"[마켓뷰] 코스피 1.75% 상승… 외국인, 반년 만에 1조원어치 사들여",1
[유럽개장] 장 초반 일제히 소폭 상승세로 출발…英 0.02%↑,1
[유럽개장] 혼조 출발…獨 0.09%↑,1
[시황종합]'네 마녀의 날' 코스피 1.5%↓ 3110선…카카오 또 7%↓,1
[마켓뷰] 코스피 3100선 지키며 상승 마감···개인 4일 연속 순매수,1
[유럽개장] 상승세 출발…英 0.48%↑,1
[유럽개장] 장초반 혼조세…英佛 하락·獨 상승,1
[유럽개장]일제히 상승세 출발…英 0.46%↑,1
[유럽개장]장 초반 일제히 하락…佛CAC 0.71%↓,1
"[마켓뷰] 코스피, 미 금리 인상 우려에  1.22% 하락…3060선으로 밀려",1
[유럽개장] 커지는 인플레이션 우려…1%대 하락세,1
[클릭! 해외증시 이 종목] '디지털 결제' 페이팔 부진 털고 다시 뛸까,1
"[마켓뷰] 2900선까지 내렸던 코스피, 기관 덕 1% 반등",1
[유럽개장]장 초반 일제히 상승세…英FTSE 0.58%↑,1
[Asia마감] 중국 경제 전망 냉각에 증시 하락,1
[유럽개장] 장초반 주요증시 하락세…英 0.38%↓·佛 0.43%↓,1
"[Asia마감]급한 불 끈 헝다, 안도하는 시장",1
[유럽개장]장 초반 혼조세…英 FTSE 0.36%↑,1
[유럽개장] 장 초반 일제히 하락세…英 0.19%↓,1
[마켓뷰]코스피 소폭 상승 마감…금리 인상에 개인 ‘매도세’,1
[유럽개장] 혼조세 출발…佛오르고 英·獨내려,1
[마켓뷰] 코스피 외국인·기관 매도에 하락 마감… 코스닥은 ‘천스닥’,1
[유럽개장] 장 초반 혼조세로 출발,1
[유럽개장]장초반 혼조세…DAX 0.08↑·FTSE 0.53%↓,1
"[마켓뷰] 코스피, 기관·외국인 매도세에 하락…인플레이션 우려",1
[유럽개장] 장 초반 상승세…英 0.37%↑,1
[유럽개장] 장 초반 하락세…英 0.96% ↓,1
"[마켓뷰] 코스피 60p 상승, 2900선 회복엔 실패...“오미크론 리스크 여전”",1
[유럽개장] 일제히 하락 출발… 유로스톡스50 1.39%↓,1
"[마감시황]코스피, 외인 매수 전환에 0.78%↑",1
[유럽개장]장 초반 일제히 상승세…英 0.71% ↑,1
[유럽개장] 일제히 상승세로 출발…英 0.78%↑,1
[유럽개장]장 초반 혼조세..英 0.33%↑,1
"[클릭! 해외증시 이 종목] 한달새 20% 떨어진 리비언, 월가선 ""사라""",1
[유럽개장]장 초반 혼조세…英 FTSE 0.12%↓,1
[유럽개장] 일제히 상승세 출발…英 FTSE 1.12%↑,1
[유럽개장]장 초반 일제히 하락세…英 1.77% ↓,1
"[클릭! 해외증시 이 종목] 화이자, 백신 매출 늘고 치료제 개발도 기대",1
[유럽개장]장 초반 혼조세…英 0.17%↓,1
[유럽개장] 장초반 일제히 상승세…英 FTSE 0.13%↑,1
[Asia마감] 오미크론 경계감에…日·中 동반 하락,1
[유럽개장] 장 초반 혼조세…英 0.12%↓,1
[유럽개장] 하락 출발…英FTSE 1.13%↓,1
[Asia마감]중화권 일제히 상승…日은 휴장,1
[유럽개장] 일제히 강보합… 유로스톡스50 0.98% ↑,1
장 열리자 마자 '팔자' 쏟아지더니…日 2.8% 대폭락[Asia 마감],1
[유럽개장] 일제히 하락 개장…英 1.14%↓,1
[유럽개장] 장초반 약세…獨 0.88%↓,1
[유럽개장] 유럽증시 혼조세 출발…독일 DAX 0.27%↓,1
[유럽개장]유럽증시 상승세 출발…英 0.23%↑,1
[유럽개장]장초반 상승세…英 0.76%↑,1
[유럽개장] 장초반 상승세로 시작…英 0.36%↑,1
[유럽개장] 상승 출발…英FTSE 0.88%↑,1
[유럽개장] 혼조세 출발…英 0.02%↓,1
[유럽개장] '우크라이나 사태' 영향 일제히 급락,1
[유럽개장] 러 우크라 침공 여파에 3∼4% 급락세 출발,1
[유럽개장] 일제히 상승 출발…英 FTSE 1.39%↑,1
[유럽개장]장 초반 하락세…獨 0.35% ↓,1
[유럽개장] 우크라 경계감 속 소폭 반등...英 지수는 하락,1
[유럽개장]장 초반 일제히 하락세…英 1% 이상 ↓,1
[유럽개장] 장 초반 일제히 2% 급등세…獨 2.53%↑,1
[유럽개장] 장초반 상승세…英 0.41%↑,1
[Asia마감]'우크라 위기' 장기화 조짐에 다시 불안감,1
[유럽개장]초반 상승세…독일 DAX 0.89%↑,1
[유럽개장] 우크라 종전 기대감…유로스톡스 1.38% ↑,1
[유럽개장] 일제히 강세… 佛 CAC40 1.68% ↑,1
[유럽개장]장 초반 하락세…獨 1.29%↓,1
"[마켓뷰] 코스피·코스닥 나란히 하락…인플레 우려, 러·우 평화 협상 교착 영향",1
"[마켓뷰] 코스피, 외국인 매도세에 급락…2700선 붕괴",1
[마켓뷰] 外人·기관 동반 매도에 2660선까지 밀린 코스피…삼성전자는 4거래일 연속 ‘신저가’,1
[마켓뷰] 코스피 하락 마감···외국인 9거래일 연속 매도,1
"[마켓뷰] 코스피, 2710선 회복…기관 매수 영향",1
[마켓뷰]코스피 약보합 마감…기관 매도 영향,1
[유럽개장] 하락 출발…英FTSE 2.03%↓,1
[Asia마감] 중국 2%대 '깜짝 반등',1
[마켓뷰] 코스피 상승·코스닥 하락 마감…美 증시 하락세 완화 영향,1
[Asia마감] 中·日 휴장…차익실현 매도 나온 홍콩증시,1
"""눈 뜨기 무섭다"" 쏟아진 매도…日·홍콩도 2개월만에 최저[Asia 마감]",1
[유럽개장] 장 초반 약세…獨 0.52%↓,1
[Asia마감]中 빅테크 기지개 켜나…홍콩 3%대 급등,1
[Asia마감]美 따라 녹아내렸다…일본·홍콩 급락,1
[유럽개장] 장 초반 상승세…英 FTSE 1.54% ↑,1
"수치가 저런데…듣지 않은 中부양책 약발, 2.41% 뚝↓ [Asia마감]",1
"""우한 때보다 나쁘다""는 中총리 말에도 증시 왜 올랐나 [Asia마감]",1
[유럽증시]일제히 상승세…독일 DAX0.72%↑,1
[Asia마감]'인플레 정점' 기대감에…美 따라 급등,1
[유럽개장] 일제히 강보합… 佛 0.73% ↑,1
[유럽개장]장 초반 혼조세…영국↑ 프랑스·독일↓,1
[Asia마감] 日은 엔저·中은 테크 규제 완화…나란히 상승,1
