,뉴스제목,주가변동
1453,"美 경제재개·코로나 치료제 기대에 코스닥, 1%대 상승 출발",0
1454,'동학개미'가 이겼나...31거래일 만에 돌아온 외국인,0
1455,두산솔루스 공개매각 전환...두산 '9000억' 이상 희망,0
1456,'빚내서 투자' 다시 고개 든다,0
1457,[특징주]여당 압승으로 남북경협 기대…시멘트株 강세,0
1458,증시요약(5) - 특징 종목(코스닥),0
1459,"골드만 ""아이폰 판매 감소·신제품 출시 지연…애플 주식 팔아라""",0
1460,52주 신고가 종목,0
1461,오후장 특징주★(코스닥),0
1462,"4월 17일 코스닥, 11.36p 오른 634.79 마감(1.82%↑)",0
1463,코스닥 상승률 상위 50종목,0
1464,"[0417 마감체크] ""렘데시비르"" 하나만 믿고 가기엔 부족!",0
1465,[카드뉴스] 셀코리아(Sell-Korea)? 외국인도 찾는 종목!,0
1466,[특징주]외국인 순매수세에 한진칼 상한가…역대 최고 기록,0
1467,17일 장 마감 후 주요 종목 뉴스,0
1468,"코스피 기관 순매수,도 상위20종목",0
1469,증시요약(2) - 코스닥 마감시황,0
1470,"코스피, 외인 31일 만에 순매수에 2% 이상 오르며 1900선 회복",0
1471,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1472,증시요약(4) - 특징 종목(코스피),0
1473,"[4/17 중국증시종합] 상하이종합지수 0.66%↑ ,주간 1.50%↑",0
1474,[특징주]코로나19 여파에도 낙관 전망…반도체株 강세,0
1475,오전장 기술적 분석 특징주 A(코스닥),0
1476,"[0417 마감체크] ""렘데시비르"" 하나만 믿고 가기엔 부족!",0
1477,애플 신상에 中출하량도 반등…스마트폰 관련株 들썩,0
1478,[특징주]돌아온 외국인?…삼전·SK하이닉스 5%대 `급등`,0
1479,코스닥 상승률 상위 50종목,0
1480,"기업은행, 美 자금 세탁법 위반 과징금 3500만달러",0
1481,외국인 '사자'에 차익실현…'동학개미' 승기 잡았나,0
1482,[코스닥 마감]코로나19 치료제 개발 기대…630선 유지,0
1483,[특징주] 남북철도 연결사업 재추진에 철도株 강세,0
1484,주춤하는 코스피 다시 1800대로,0
1485,[코스피 마감]코로나19 불안 여전…하루 만에 1900선 내줘,0
1486,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1487,너도나도 바이오社 투자…“호재 속 악재 가려야”,0
1488,'대신 KOSPI200 인덱스펀드'...알파전략으로 초과수익 추구,0
1489,[e공시 눈에 띄네]코스닥-17일,0
1490,[마켓인]막오른 코엔텍 인수전…‘내가 적임자’ 경쟁 시작,0
1491,증시요약(3) - 특징 테마,0
1492,전일대비 거래량 급증 종목(코스닥),0
1493,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1494,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1495,"[특징주]국영지앤엠, 정부 남북철도 재추진..차세대고속철 개발참여 부각 '강세'",0
1496,한화자산운용 소규모 ETF 7종목 다음달 22일 상장폐지,0
1497,오후장 기술적 분석 특징주 A(코스닥),0
1498,오후장 특징주★(코스닥),0
1499,증권사 신규추천 종목,0
1500,[동학개미 한달]'가즈아!' 돌격개미가 똑똑해졌다…이제 '스맨트'라 불러다오,0
1501,코로나 후 美증시…대선이 또다른 암초,0
1502,"美연준, 위기 파이터로 뛸 때…韓銀 `68조 규정`에 허송세월",0
1503,52주 신고가 종목,0
1504,"美연준, 투기등급 회사채까지 파격 매입",0
1505,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1506,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1507,`너무 빨리 올랐나` 美증시…빈살만이 구매한 카니발 등 관광株 공매도 급증,0
1508,[특징주]유가 18달러대…원유 인버스 ETN 강세,0
1509,"[특징주] 신풍제약, '피라맥스' 코로나19 치료제 임상 승인 기대감에 강세",0
1510,오전장 기술적 분석 특징주 A(코스닥),0
1511,"크리스탈, 38억 규모 유상증자 결정",0
1512,오전장 특징주★(코스피),0
1513,오전장 기술적 분석 특징주 A(코스닥),0
1514,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1515,"[특징주]메디톡스, 식약처 품목허가 취소 절차에 '하한가' 직행",0
1516,[굿모닝 증시] 코로나19 불확실성 확인…약세장 벗어날 가능성↑,0
1517,"필링크, 젬백스링크로 사명 변경",0
1518,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1519,전일대비 거래량 급증 종목(코스피),0
1520,[코스닥 마감]코스닥 이틀째 상승…640선 회복,0
1521,"거래소, 디에스티 등에 1년 개선기간 부여",0
1522,"거래소, 디에스티·팍스넷·제낙스 등 개선기간 부여",0
1523,[재송]22일 장 마감 후 주요 종목뉴스,0
1524,"4월 23일 코스피, 18.58p 오른 1914.73 마감(0.98%↑)",0
1525,코로나 장기화 전망에…재택근무株 모멘텀은 계속된다,0
1526,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1527,[특징주]언택트 소비 확산에 카페24·KG모빌리언스 등 급등,0
1528,코로나19 美 실업자 440만명 추가‥5주간 2600만명,0
1529,오후장 특징주★(코스닥),0
1530,"[4/23 중국증시종합] 코로나19 재확산 우려, 상하이지수 0.19%↓",0
1531,증시요약(5) - 특징 종목(코스닥),0
1532,오후장★테마동향,0
1533,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1534,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1535,[마감시황] 코스피 1% 가까이 상승하며 1910선 돌파,0
1536,오늘부터 10일 이내 +10% 이상 상승 예상 종목 TOP3,0
1537,[코스피 마감]국제유가 급등에 1900선 탈환…기관 '사자',0
1538,"코스닥 시총 상위주, 치열한 자리 다툼",0
1539,투기판 된 원유 파생시장… 원유 파생상품이 뭐길래,0
1540,코스피 하락률 상위 50종목,0
1541,"코스닥 기관 순매수,도 상위20종목",0
1542,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1543,코스피 하락률 상위 50종목,0
1544,[e공시 눈에 띄네]코스닥-22일,0
1545,"TS인베스트먼트(246690)+6.32%, 리더스 기술투자 +6.26%, 대성창투 +3.49%, 우리기술투자 +3.02%",0
1546,HDC 코로나 뚫고 `어닝서프라이즈`,0
1547,증시요약(3) - 특징 테마,0
1548,[개장시황] 코스피 0.61% 상승하며 1900선 회복,0
1549,[유럽증시] 제약주 강세·유가 급반등에 상승,0
1550,코스피 상승률 상위 50종목,0
1551,코스피 하락률 상위 50종목,0
1552,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1553,"코스닥, 개인 사자에 상승 출발…640선",0
1554,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1555,코스닥 하락률 상위 50종목,0
1556,코스피 1910선 회복하며 마감…기관 1000억원 순매수,0
1557,52주 신고가 종목,0
1558,언택트를 지켜라…지평 넓히는 보안시장,0
1559,"데이타솔루션(263800)상한가, 오픈베이스 +20.85%, 줌인터넷 +8.00%, 로보티즈 +7.78%, 링크제니시스 +6.42%",0
1560,코스닥 '5월 잔혹사' 오나…좀비기업 4곳 중 1곳 상폐 심의,0
1561,"거래소, 코스닥 투자주의 환기종목 54개사 지정",0
1562,[코스닥 마감]황금연휴 앞두고 '숨고르기'..645선 턱걸이,0
1563,29일 장 마감 후 주요 종목뉴스,0
1564,[특징주] 문 대통령 발언에 동남권 신공항 관련주 동반 급등,0
1565,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1566,5월 3억179만주 보호예수 해제…전년 대비 111.2%↑,0
1567,"코스닥, 645선 상회하며 상승 흐름 이어가",0
1568,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1569,"연휴 앞둔 코스피, 외국·기관 매수세에 1947로 상승마감",0
1570,증시요약(6) - 특징 상한가 및 급등종목,0
1571,"코스닥, 개인 매수 유입에 상승 출발..시총상위株 '혼조'",0
1572,오전장 기술적 분석 특징주 A(코스닥),0
1573,전일대비 거래량 급증 종목(코스닥),0
1574,"한화 `ARIRANG 고배당주` ETF, 분배율 5.21%",0
1575,`코로나19` 어둠에서 빛보는 `죄악株`,0
1576,[코스피 마감]외인·기관 동반매수 사흘째 상승 마감…1950선 '바짝',0
1577,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1578,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1579,코스피 하락률 상위 50종목,0
1580,코스닥 상승률 상위 50종목,0
1581,렘데시비르 코로나19 치료 기대‥뉴욕증시도 강세,0
1582,"안정화 끝난 'KMH하이텍'…""매출 1000억 고지 노린다""",0
1583,오후장 특징주★(코스피),0
1584,증시요약(3) - 특징 테마,0
1585,오후장 기술적 분석 특징주 B(코스닥),0
1586,[0429 마감체크] 기대와 우려가 공존하는 구간,0
1587,오전장 특징주★(코스피),0
1588,"4월 29일 코스피, 13.47p 오른 1947.56 마감(0.70%↑)",0
1589,코스피 하락률 상위 50종목,0
1590,오후장 기술적 분석 특징주 A(코스피),0
1591,오후장 기술적 분석 특징주 A(코스닥),0
1592,오후장 특징주★(코스닥),0
1593,코스피 하락률 상위 50종목,0
1594,오후장★테마동향,0
1595,증시요약(4) - 특징 종목(코스피),0
1596,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1597,"4월 29일 코스닥, 0.25p 오른 645.18 마감(0.04%↑)",0
1598,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1599,"변동성완화장치(VI) 발동 종목, 발동횟수 기준",0
1600,어른거리는 애그플레이션 그림자…'식량 위기' 관련주 주목,0
1601,"코스피, 기관 사자에 1.76% 상승 마감...1920선 회복",0
1602,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1603,"5월 6일 코스피, 33.39p 오른 1928.76 마감(1.76%↑)",0
1604,실적발표가 무섭다…떨고 있는 상장기업들,0
1605,"코스피, 개인·기관 '사자'에 상승세..증권·의료정밀업종 2%↑",0
1606,테슬라 지난달 50% `급등`…국내 친환경차株 수익률도 `쑥`,0
1607,여행·원유社 ETF `빠른 회복`,0
1608,장마감 후 주요 종목 공시,0
1609,"코스닥, 개인 '사자'에 1%대 상승 출발…650선 위로",0
1610,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1611,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1612,[코스피 마감]코로나19 완화 기대감에 상승..1930선 '바짝',0
1613,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1614,"[특징주]대한·아시아나 등 항공주, 실적 우려에 `추락`",0
1615,"[특징주] 삼성그룹주, 이재용 부회장 대국민 사과에 동반 상승",0
1616,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1617,MSCI 편입 ‘새내기株’ 주목하라,0
1618,코스피 상승률 상위 50종목,0
1619,증시요약(3) - 특징 테마,0
1620,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1621,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1622,코스닥 상승률 상위 50종목,0
1623,"코스닥 기관 순매수,도 상위20종목",0
1624,오후장 기술적 분석 특징주 B(코스닥),0
1625,전일대비 거래량 급증 종목(코스닥),0
1626,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1627,[코스닥 마감]외인·기관 동반매수 2%대 상승…2개월만에 650선↑,0
1628,코스피 상승률 상위 50종목,0
1629,[5/6 중국증시종합] 상하이지수 경기 훈풍 기대감에 0.63%↑,0
1630,[e공시 눈에 띄네] 코스닥-4일,0
1631,오후장 특징주★(코스닥),0
1632,코스피 상승률 상위 50종목,0
1633,"코스피, 1%대 상승 출발 '1900선' 회복",0
1634,52주 신고가 종목,0
1635,오전장 기술적 분석 특징주 A(코스피),0
1636,오후장 기술적 분석 특징주 A(코스피),0
1637,신용비율 상위 종목,0
1638,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1639,증시요약(5) - 특징 종목(코스닥),0
1640,[재송]7일 장 마감 후 주요 종목 뉴스,0
1641,한국판 뉴딜 수혜 '소프트웨어·마이데이터' 관련주 뜬다,0
1642,[코스닥 마감]'680선' 안착…코로나19 확산 전 수준 '회복',0
1643,이번엔 하락장 베팅?...'개미' 인버스 투자 급증,0
1644,증시요약(6) - 특징 상한가 및 급등종목,0
1645,가정의 달 수혜주...게임주만 웃네,0
1646,"팍스경제TV, '한밤의 기막힌 투자' 프로그램 런칭…""해외선물 투자 전략 선보일 것""",0
1647,[코스피 마감]외국인·기관 '쌍끌이' 매수에 상승..1945선 상회,0
1648,"""여름을 부탁해, 더워질수록 주목받는 것?…'에어컨·아이스크림' 관련주",0
1649,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1650,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1651,"[5/8 중국증시종합]상하이종합지수 0.83%↑, 주간 1.23% ↑",0
1652,"코스피, 외국인·기관 동반 매수에 1950선 상회..시총상위株↑",0
1653,증시요약(5) - 특징 종목(코스닥),0
1654,오후장 특징주★(코스닥),0
1655,"삼성전기(009150)소폭 상승세 +3.03%, 알에프세미 +2.36%, 아모텍 +2.06%",0
1656,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1657,오전장★테마동향,0
1658,증시요약(3) - 특징 테마,0
1659,오후장 특징주★(코스피),0
1660,"변동성완화장치(VI) 발동 종목, 발동횟수 기준",0
1661,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1662,"5월 8일 코스닥, 14.13p 오른 682.30 마감(2.11%↑)",0
1663,오후장 기술적 분석 특징주 A(코스닥),0
1664,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1665,오전장 기술적 분석 특징주 A(코스닥),0
1666,[뉴욕증시] 실업 쇼크 털고 상승…나스닥 올해 상승 전환,0
1667,전일대비 거래량 급증 종목(코스피),0
1668,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1669,美 실업률 14.7% 사상 최악에도 뉴욕증시 강세 출발,0
1670,"코스피 기관 순매수,도 상위20종목",0
1671,"코스피, 외인·기관 동반 매수세에 상승 마감...'1940선' 회복",0
1672,"코스닥, 외인 매수에 상승폭 2%대 확대…680선 안착",0
1673,코스피 상승률 상위 50종목,0
1674,오후장 기술적 분석 특징주 B(코스닥),0
1675,"코스피, 경제 재개 기대감에 상승출발…1950선 턱밑",0
1676,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1677,무료로 종목 받고 싶다면?,0
1678,"변동성완화장치(VI) 발동 종목, 발동횟수 기준",0
1679,코스피 상승률 상위 50종목,0
1680,"닷새간 韓 주식 1.7조 판 외국인, ETF는 사는 이유",0
1681,[e공시 눈에 띄네] 코스닥-8일,0
1682,"""될 놈만 된다""…거침없이 하이킥 하는 종목은?",0
1683,[e공시 눈에 띄네] 코스피-8일,0
1684,[코스닥 마감] 바이오株 강세에 4거래일 연속 상승,0
1685,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1686,삼성전자 수익률 꼴찌…반등장에 고개숙인 개미,0
1687,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1688,코스피 소폭 하락에 1930선 마감…코스닥은 상승세,0
1689,"5월 11일 코스닥, 2.74p 오른 685.04 마감(0.40%↑)",0
1690,"5월 11일 코스피, 10.42p 내린 1935.40 마감(0.54%↓)",0
1691,증시요약(5) - 특징 종목(코스닥),0
1692,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1693,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1694,공매도 금지기간에도 8650억원 공매도…주요 종목 살펴보니,0
1695,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1696,코스닥 하락률 상위 50종목,0
1697,"코스닥, 코로나 재확산 우려에 바이오株 강세…690선 `터치`",0
1698,장중 주요 종목 공시,0
1699,52주 신고가 종목,0
1700,신용비율 상위 종목,0
1701,'이것'만 알아도..,0
1702,오후장 특징주★(코스닥),0
1703,[특징주] 코로나 재확산 우려에 진단키트株 다시 강세,0
1704,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1705,코스닥 하락률 상위 50종목,0
1706,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1707,5거래일 기준 누적하락률 상위 종목(코스피),0
1708,코스닥 하락률 상위 50종목,0
1709,"코스닥 기관 순매수,도 상위20종목",0
1710,오전장 특징주★(코스닥),0
1711,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1712,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1713,전일대비 거래량 급증 종목(코스닥),0
1714,1억원 이상 매수체결 상위 20 종목(코스닥),0
1715,5거래일 기준 누적상승률 상위 종목(코스닥),0
1716,"코스닥 외국인 순매수,도 상위20종목",0
1717,"비대면시대 활짝, 온라인결제株 '쑥'",0
1718,오전장 기술적 분석 특징주 A(코스닥),0
1719,"코스피, 소폭 상승 출발에 1950선 회복",0
1720,"뉴딜정책에 날개단 언택트株…""내달 세부안 보고 옥석가려야""",0
1721,[재송]12일 장 마감 후 주요 종목뉴스,0
1722,예상 빗나간 MSCI 지수 변경…한진칼 울고 셀트리온제약 웃었다,0
1723,[특징주]코로나19 재확산 우려에 마스크株 ‘강세’,0
1724,"5월 13일 코스닥, 7.32p 오른 691.53 마감(1.07%↑)",0
1725,"코로나 올라탄 코스닥, 코스피 거래액 추월",0
1726,"포스트 코로나 시대, 리스크 없는 저평가 우량주는?",0
1727,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1728,"1900대 중반서 횡보하는 코스피…""중소형주에 눈 돌릴 때""",0
1729,셀트리온제약·더존비즈온 MSCI 입성…한진칼은 편입 불발,0
1730,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1731,"코스피, 개인·기관 매수세에 1940.42로 상승 마감",0
1732,[Bio톡스] ASCO 앞둔 바이오주 '들썩'…임상 모멘텀 주목,0
1733,오후장 특징주★(코스피),0
1734,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1735,"[코스닥 마감]1%대 상승, 석달만에 690선 회복",0
1736,"""택진이 형, 하반기도 가즈아""…증권가, 엔씨소프트 목표가 줄상향",0
1737,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1738,신용비율 상위 종목,0
1739,"[특징주] 키이스트, 주식병합 후 첫 거래일 급등",0
1740,오늘의 이슈&테마 스케줄,0
1741,5거래일 기준 누적상승률 상위 종목(코스닥),0
1742,장마감 후 주요 종목 공시,0
1743,韓 증시로 외국인 돌아오려면?…필요조건 세 가지,0
1744,코스닥 새내기株들 주가 날았네,0
1745,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1746,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1747,"[특징주]에코프로비엠, 이재용·정의선 단독 회동에 '삼성 전기차 사업' 확대 기대감 부각↑",0
1748,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1749,이것 관련주 모두 담으세요!,0
1750,"5월 13일 코스피, 18.25p 오른 1940.42 마감(0.95%↑)",0
1751,[코스피 마감]개인·기관 쌍끌이 매수에 1940선 회복,0
1752,오전장 특징주★(코스피),0
1753,"[특징주]한진칼, MSCI 지수 편입 제외…8%대 하락",0
1754,증시요약(3) - 특징 테마,0
1755,"외국계 순매수,도 상위종목(코스닥) 금액기준",0
1756,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1757,오후장★테마동향,0
1758,"변동성완화장치(VI) 발동 종목, 발동시간 기준",0
1759,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1760,[코스닥 마감]개인·외인 사자에 사흘째 상승…11개월 최고,0
1761,"[특징주] 벽산, ‘그린뉴딜’ 노후건물 단열 리모델링 수혜 기대감↑",0
1762,코로나 잦아들어도 마스크 '필수템'…수혜株도 쭉간다,0
1763,"5월 21일 코스닥, 7.26p 오른 716.02 마감(1.02%↑)",0
1764,21일 장 마감 후 주요 종목 뉴스,0
1765,코스닥150서 빠지는 신라젠…대신 편입 종목은,0
1766,"[특징주]친환경株, 급등세…“한국판 뉴딜에 그린뉴딜 포함”",0
1767,"[특징주] 진원생명과학, 美이노비오 ""코로나19 백신, 쥐에 항체 형성""↑",0
1768,'상폐 위기' 관리종목 100개 넘었다…금융위기 이후 최대,0
1769,"시총 톱10 성장株, 20년만…""포스트 코로나 시대 주도주""",0
1770,[코스피 마감]2000선 바짝…경기부양 기대에 녹은 심리,0
1771,[특징주]그린 뉴딜 기대감에 태양광·풍력株 ‘강세’,0
1772,[뉴욕증시] 경제 회복 기대에 일제히 상승…다우 1.52%↑,0
1773,관리종목 대부분 '경영악화' 탓,0
1774,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1775,전일대비 거래량 급증 종목(코스닥),0
1776,오후장★테마동향,0
1777,"[Bio톡스] 코로나 백신·치료제, 빅파마 개발 '러시'…국내 바이오사 향방은",0
1778,"코스닥, 개인 사자에 상승 출발..710선",0
1779,장중 주요 종목 공시,0
1780,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1781,"코스피, 두 달 반 만에 2000선 회복… 코스닥 710선 강보합",0
1782,수익 '이것'이 좌우한다!,0
1783,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1784,"[특징주] 서부T&D, 31조 용산개발 기본계획 수립...자산가치 상승 기대↑",0
1785,오전장 특징주★(코스피),0
1786,[e 공시 눈에 띄네]코스닥-21일,0
1787,오후장 기술적 분석 특징주 B(코스피),0
1788,"[특징주]모트렉스, 中AI·5G에 1700조 투자..알리바바와 자율주행 진출 부각 ‘강세’",0
1789,52주 신고가 종목,0
1790,"[특징주]녹십자셀, 췌장암 치료제 주목…메소텔린 CAR-T 동물실험서 완전관해",0
1791,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1792,오후장 기술적 분석 특징주 A(코스닥),0
1793,증시요약(3) - 특징 테마,0
1794,"차이나그레이트, 주식등의 대량보유자 소유주식수 변동",0
1795,"코스닥 기관 순매수,도 상위20종목",0
1796,오전장 기술적 분석 특징주 B(코스피),0
1797,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1798,오전장 특징주★(코스닥),0
1799,1억원 이상 매수체결 상위 20 종목(코스닥),0
1800,[코스닥 마감]5거래일 연속 상승…‘760선’턱밑,0
1801,"코스피, 기관 순매수에 9거래일 연속 오르며 2190선 마감",0
1802,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1803,[코스피 마감]FOMC 앞두고 '경계 심리'…2190선 강보합,0
1804,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1805,52주 신고가 종목,0
1806,美바이든 우세에…국내서도 수혜주 찾기 분주,0
1807,"코스닥, 개인·외국인 ‘사자’에 상승 출발..'755'선 상회",0
1808,오후장 기술적 분석 특징주 B(코스피),0
1809,[e공시 눈에 띄네] 코스닥-9일,0
1810,7월 실적시즌 뒤 가치주보다 다시 '성장주'-신한,0
1811,장중 주요 종목 공시,0
1812,오후장 기술적 분석 특징주 B(코스닥),0
1813,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1814,"코스피, 기관 매수세에 힘입어 상승 반전",0
1815,오전장 기술적 분석 특징주 B(코스피),0
1816,오전장 특징주★(코스피),0
1817,"코스피, 2200선 앞에서 '주춤'…보합권 등락 '숨고르기'",0
1818,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1819,오전장 기술적 분석 특징주 A(코스닥),0
1820,오후장 기술적 분석 특징주 A(코스닥),0
1821,오전장 기술적 분석 특징주 B(코스닥),0
1822,증시요약(5) - 특징 종목(코스닥),0
1823,"외국인 선물 순매수 누적액 역대 최대, 만기일 앞두고 수급에 주목",0
1824,전일대비 거래량 급증 종목(코스피),0
1825,[e공시 눈에 띄네] 코스피-9일,0
1826,오전장 특징주★(코스닥),0
1827,오전장 기술적 분석 특징주 B(코스닥),0
1828,2030 복고열풍…뉴트로株 증시서도 `핵인싸`,0
1829,오후장 기술적 분석 특징주 A(코스피),0
1830,오후장 특징주★(코스피),0
1831,증시요약(4) - 특징 종목(코스피),0
1832,[속보] 뉴욕증시 혼조세‥나스닥 1만 돌파·다우는 하락,0
1833,코스닥 하락률 상위 50종목,0
1834,5거래일 기준 누적상승률 상위 종목(코스닥),0
1835,오전장 기술적 분석 특징주 A(코스닥),0
1836,"호텔신라, 외국인 돌아오나…하반기 실적 개선 기대감",0
1837,오전장 기술적 분석 특징주 A(코스피),0
1838,오늘의 증시 일정 (6월 10일),0
1839,코스닥 하락률 상위 50종목,0
1840,독일 수소산업 12조원 투입에 국내 관련주 '상승',0
1841,개인 1조원 순매수에도 코스피 1%대 하락,0
1842,[코스닥 마감]연중 고점 부담감…6일 만에 하락,0
1843,[코스피 마감]단기과열 숨고르기…10일 만에 하락,0
1844,"뉴욕증시, 코로나19 2차 확산 우려 급락 출발(종합)",0
1845,오전장 기술적 분석 특징주 B(코스닥),0
1846,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1847,"코스닥, 개인 ‘사자’ 상승 출발…‘760’선 훌쩍",0
1848,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1849,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1850,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1851,오전장 기술적 분석 특징주 B(코스피),0
1852,"코스닥 기관 순매수,도 상위20종목",0
1853,오전장 기술적 분석 특징주 B(코스닥),0
1854,오전장 특징주★(코스닥),0
1855,"[Hot-Line] ""한화, 니콜라 투자 등 자회사 지분가치 상승…목표가↑""",0
1856,"세계증시, 연준 암울한 전망에 5주 만에 최대폭 하락",0
1857,코스닥 하락률 상위 50종목,0
1858,전일대비 거래량 급증 종목(코스닥),0
1859,오후장 기술적 분석 특징주 B(코스닥),0
1860,오전장 기술적 분석 특징주 B(코스피),0
1861,흥겨운 '삼바춤'…바이오株 신바람,0
1862,코스닥 하락률 상위 50종목,0
1863,"'우선주'로 몰린 개미, 이상급등 속출...삼성중공우 내일 또 '거래정지'",0
1864,[특징주]독일 수소산업 12조원 투자 소식에 관련주 '강세',0
1865,소외株 사고 과열株 팔고…외국인 조용히 순환매 리드,0
1866,오전장 기술적 분석 특징주 A(코스닥),0
1867,오후장 기술적 분석 특징주 B(코스피),0
1868,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1869,[0611마감]FOMC와 동시만기 後,0
1870,"외국계 순매수,도 상위종목(코스피) 수량기준",0
1871,5거래일 기준 누적상승률 상위 종목(코스닥),0
1872,오후장 기술적 분석 특징주 A(코스피),0
1873,장마감 후 주요 종목 공시,0
1874,美 신규 실업자수 감소에도 뉴욕증시 하락 예상(종합),0
1875,오전장 기술적 분석 특징주 A(코스피),0
1876,오후장 기술적 분석 특징주 A(코스닥),0
1877,증시요약(5) - 특징 종목(코스닥),0
1878,오전장 기술적 분석 특징주 A(코스피),0
1879,"6월 11일 코스닥, 1.56p 내린 757.06 마감(0.21%↓)",0
1880,美증시 5% 급락에도 선방한 코스피…2% 내린 2132에 마감,0
1881,증시요약(9) - 기술적 분석 특징주 A(코스닥),0
1882,[코스닥 마감]개인·기관 ‘팔자’에 1.45%↓…‘740선’,0
1883,[특징주] 코로나19 재확산 우려에 진단키트·마스크 테마주 비상,0
1884,"6월 12일 코스닥, 11.00p 내린 746.06 마감(1.45%↓)",0
1885,증시요약(7) - 기술적 분석 특징주 A(코스피),0
1886,코스닥 상승률 상위 50종목,0
1887,증시요약(3) - 특징 테마,0
1888,오후장 기술적 분석 특징주 A(코스피),0
1889,코로나 2차확산 우려에…진단키트株 `날개`,0
1890,52주 신고가 종목,0
1891,증시요약(10) - 기술적 분석 특징주 B(코스닥),0
1892,증시요약(8) - 기술적 분석 특징주 B(코스피),0
1893,[코스피 마감]2%대 하락…개인 매수에 일부 '회복',0
1894,오전장 기술적 분석 특징주 A(코스피),0
1895,증시요약(5) - 특징 종목(코스닥),0
1896,오전장 기술적 분석 특징주 A(코스닥),0
1897,오전장 기술적 분석 특징주 B(코스닥),0
1898,장중 주요 종목 공시,0
1899,오후장 기술적 분석 특징주 A(코스닥),0
1900,오후장 특징주★(코스닥),0
1901,오전장 기술적 분석 특징주 A(코스닥),0
1902,"외국계 순매수,도 상위종목(코스닥) 수량기준",0
1903,"코스닥 기관 순매수,도 상위20종목",0
1904,전일대비 거래량 급증 종목(코스닥),0
